"GEOID10"
51019050100
01005950100
01027959000
01091972900
01069041500
01127020400
01073002200
01077010900
01077010100
01089003100
01073001200
01073013100
01073012701
01089003000
01073000400
01073001600
01073000700
01073001500
01073001400
01089001301
01073003001
01073000800
01073003200
01073011705
01073012002
01019955900
01103000100
01035960400
01029959600
01089001500
01073002303
01067030200
01073000500
01073002400
01003011501
01003011502
01089000202
01089010622
01073004500
01073002700
01073002900
01003010600
01003010500
01003010400
01003010200
01041963700
01007010002
01073000100
01089002501
01089002100
01089001402
01083020201
01083020700
01047956500
01013952800
01089000201
01083020600
01059973700
01073004200
01073003002
01073003900
01087231603
01087231500
01087232200
01001020700
01095030100
01039962700
01039962000
01073010200
01117030703
01121010900
01073011209
01073001902
01073000300
01021060102
01097007400
01107050100
01055001200
01033020200
01123962300
01097006403
01131035100
01061050300
01045020700
01125012600
01119011300
01125012800
01125012100
01125011701
01125012405
01097002800
01097002600
01079979100
01125011600
01125011800
01125012303
01125010404
01125010403
01093964400
01093964500
01097001502
01097001501
01097001400
01097001302
01097001002
01015000800
01105687000
01097000600
01015000700
01071950600
01051031000
01051031300
01097000401
01097000200
01049960900
01015002101
01097003402
01129044200
01097001200
01017954300
01025957902
01115040203
01109189100
01081040604
01011952200
01085780800
01063060200
01037961000
01081041300
01081040800
01081040700
01081040300
01081040200
01081041100
01101002100
01101000500
01101002900
01009050500
01133965700
01113030200
01099076000
01101000600
01101005902
01101000200
01101000100
01101001100
01101001000
01101005603
01101000300
01101006000
01065040400
01075030100
01031010900
01053970400
01023956800
01111000500
01057020300
01043965000
01043964800
02013000100
02016000100
02185000200
02105000300
02188000100
02090001100
02090000100
02090000200
02198940100
02198000100
02180000100
02170000401
02170000701
02275000300
02122000100
02290000200
02100000100
02050000300
02020000300
02020000600
02020000702
02020000703
02020001000
02020001900
02020002000
04019002202
04019002501
04019941000
04019001200
04019004115
04019004504
04019004116
04019410502
04019003501
04019002201
04019004122
04019000800
04019002300
04019940900
04019000400
04017965300
04017963300
04019004117
04019004067
04019000100
04017960500
04019000300
04019001801
04019001303
04019002901
04019000200
04019004011
04019004613
04019003802
04019001302
04019004112
04012940300
04012020100
04027000100
04027011600
04027011501
04007940400
04007000900
04007001100
04025002100
04025001601
04025000606
04025000900
04027011202
04027011403
04027010913
04027012100
04027000700
04021000310
04021000901
04021002103
04021001900
04021001500
04021001000
04021000400
04021000700
04021002300
04005002300
04005002200
04005945200
04005945000
04005942202
04011960300
04011960100
04023966302
04023966402
04005945100
04005000900
04013422641
04013319705
04013319202
04013050609
04013050607
04013093001
04013422203
04013113100
04013111700
04013319104
04013040502
04013115300
04013092900
04013420206
04013115400
04013117300
04013061200
04013061300
04013318400
04013109003
04013109002
04013071910
04013106802
04013106003
04013105503
04013105501
04009961201
04013112513
04013112512
04013104402
04013104401
04013104205
04013082024
04013092401
04013082208
04013093104
04003000301
04013071913
04013421304
04013523102
04013941100
04003001702
04003000600
04013113203
04013614700
04013117200
04013061024
04003001100
04015953900
04013107300
04013116900
04013113801
04013112509
04013060902
04013060801
04015951602
04013114000
04013050604
04013107400
04015955000
04015951900
04015952400
04015954800
04015940400
04013113900
04013114100
04013114200
04013723305
04013817600
04013109300
04013421501
04013421303
04013105502
04013114800
04013114900
04013421502
04013421400
04013421302
04013318800
04013115801
04013116500
04013523104
04013108902
04013092500
04013217201
04013112100
04013109200
04001970502
04001970200
04001945100
04013218000
04013110100
04013113300
04013103210
04013522800
04013092600
04013941300
04013115200
04013107201
04013422401
05107480600
05107480400
05143010200
05143010302
05143011200
05143011101
05131000800
05143010301
05143010600
05131000300
05131000200
05027950200
05081030102
05053470300
05015950300
05023480300
